GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
D.  Agricultural soils,,,10.41840158305073,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00849765680967,0.00022030962099,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
G. Liming,17.46379243370667,,,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
H. Urea application,45.83899362340949,,,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,27.44490251834939,,,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
A. Forest land (4),-4807.160582196067,0.26941437422395,0.04334537389324,,,Summary1.As2,HUNGARY,2008,Subsector,3.  Agriculture,
C. Grassland (4),-341.29237749478847,0.1519753988096,0.01387601467392,,,Summary1.As2,HUNGARY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),58.82983434507352,,0.0042570693,,,Summary1.As2,HUNGARY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),111.13300083174886,,0.01535336948716,,,Summary1.As2,HUNGARY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-831.9427611778843,,,,,Summary1.As2,HUNGARY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,136.8485736965596,,,,Summary1.As2,HUNGARY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,1.34163122982456,0.057471558,,,Summary1.As2,HUNGARY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),102.337550475,0.01776945664208,0.0061111021864,,,Summary1.As2,HUNGARY,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,70.57716607378319,,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
B.  Manure management,,24.64797609609458,1.43841525457239,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.73225639054601,,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.46661693236642,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00997171338397,0.00025852590255,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
G. Liming,16.141071262844,,,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
H. Urea application,43.3210398607261,,,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,38.58543209920558,,,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
A. Forest land (4),-3816.914465797039,0.25646792386341,0.04262918727755,,,Summary1.As2,HUNGARY,2009,Subsector,3.  Agriculture,
C. Grassland (4),-351.16580456677787,0.43078903330816,0.04412562470629,,,Summary1.As2,HUNGARY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),100.11898728066828,,0.00425338932857,,,Summary1.As2,HUNGARY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),146.41414088683953,,0.01750650295903,,,Summary1.As2,HUNGARY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-415.5237393106519,,,,,Summary1.As2,HUNGARY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,137.81073922578892,,,,Summary1.As2,HUNGARY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,1.83460471671679,0.0755838018,,,Summary1.As2,HUNGARY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),102.51772550580706,0.01950623799366,0.00666162005783,,,Summary1.As2,HUNGARY,2009,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,70.24358619435743,,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
B.  Manure management,,24.38905854041946,1.43385565657634,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.54001208742331,,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.25849519292408,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00194874876,5.0523116e-05,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
G. Liming,14.35483233682667,,,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
H. Urea application,46.23748304467856,,,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,45.22724566571157,,,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
A. Forest land (4),-3748.348052816596,0.27844884914036,0.0438451533567,,,Summary1.As2,HUNGARY,2010,Subsector,3.  Agriculture,
C. Grassland (4),-379.6526149010681,0.07337988367116,0.00669990242215,,,Summary1.As2,HUNGARY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),52.7389184925775,,0.00425338932857,,,Summary1.As2,HUNGARY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),115.50427621865629,,0.01604579116226,,,Summary1.As2,HUNGARY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-572.6938580556288,,,,,Summary1.As2,HUNGARY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,136.48927123322872,,,,Summary1.As2,HUNGARY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,2.11760402200501,0.0848569932,,,Summary1.As2,HUNGARY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),109.47658611533336,0.02095416492232,0.0071392958406,,,Summary1.As2,HUNGARY,2010,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,69.91243184457115,,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
B.  Manure management,,24.04035118102217,1.41150671444826,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.73171637845859,,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.9397111036596,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.007549419024,0.0001957256784,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
G. Liming,17.590745247856,,,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
H. Urea application,57.93883150764083,,,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,53.90411686554801,,,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
A. Forest land (4),-3586.405261053494,0.65729068751895,0.06480236148447,,,Summary1.As2,HUNGARY,2011,Subsector,3.  Agriculture,
C. Grassland (4),-347.6475500199757,0.20698905265357,0.01889900045967,,,Summary1.As2,HUNGARY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),83.28986081051173,,0.00425338932857,,,Summary1.As2,HUNGARY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),132.1922717235643,,0.01603312602395,,,Summary1.As2,HUNGARY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-245.63003840124568,,,,,Summary1.As2,HUNGARY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,130.51721329535445,,,,Summary1.As2,HUNGARY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,2.59606591478697,0.092982,,,Summary1.As2,HUNGARY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),77.10192659999998,0.01510609714248,0.0051250382434,,,Summary1.As2,HUNGARY,2011,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,72.75530120280324,,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
B.  Manure management,,24.32973205483836,1.44608280054747,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.79894788334279,,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
D.  Agricultural soils,,,9.71426189955223,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.010155573288,0.0002632926408,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
G. Liming,17.594291067892,,,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
H. Urea application,55.5314335205715,,,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,69.16441474660172,,,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
A. Forest land (4),-4333.154566755753,0.53567944985616,0.05807493131589,,,Summary1.As2,HUNGARY,2012,Subsector,3.  Agriculture,
C. Grassland (4),-220.9055952948333,0.83973250336563,0.07691287580947,,,Summary1.As2,HUNGARY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),57.65152642279596,,0.00425241488571,,,Summary1.As2,HUNGARY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),142.2590071627306,,0.0162550629554,,,Summary1.As2,HUNGARY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-252.28152866608568,,,,,Summary1.As2,HUNGARY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,133.31504459951432,,,,Summary1.As2,HUNGARY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,2.36274686215539,0.08983812,,,Summary1.As2,HUNGARY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),79.57091529366667,0.01562925606496,0.0052981715298,,,Summary1.As2,HUNGARY,2012,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,74.78472839054277,,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
B.  Manure management,,24.03113940213924,1.44521779896115,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.71308596144248,,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
D.  Agricultural soils,,,10.80040989357252,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.009153271512,0.0002373070392,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
G. Liming,17.65649853595467,,,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
H. Urea application,79.07790799235013,,,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,77.27242093927087,,,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
A. Forest land (4),-3709.4562479683777,0.38942108368638,0.04998404297458,,,Summary1.As2,HUNGARY,2013,Subsector,3.  Agriculture,
C. Grassland (4),-314.4732314544217,0.04838723835085,0.00441796524073,,,Summary1.As2,HUNGARY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),86.84030012390535,,0.00425241488571,,,Summary1.As2,HUNGARY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),146.31017173862188,,0.01945179761081,,,Summary1.As2,HUNGARY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-61.35192065304125,,,,,Summary1.As2,HUNGARY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,126.07240668417482,,,,Summary1.As2,HUNGARY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,3.20843077694236,0.0965472,,,Summary1.As2,HUNGARY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),74.48993693290166,0.01407046138301,0.00477860778551,,,Summary1.As2,HUNGARY,2013,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,77.13810082727404,,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
B.  Manure management,,24.96129226800164,1.49350913539623,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.64909452908282,,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
D.  Agricultural soils,,,11.31924444610766,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.008397419688,0.0002177108808,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
G. Liming,18.96745153387333,,,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
H. Urea application,74.51523218338247,,,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,75.43170240159992,,,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
A. Forest land (4),-4702.946632854963,0.47219523302959,0.05456303847016,,,Summary1.As2,HUNGARY,2014,Subsector,3.  Agriculture,
C. Grassland (4),-284.7554585852476,0.19409658198762,0.01772186183365,,,Summary1.As2,HUNGARY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),51.04709951336945,,0.00425241488571,,,Summary1.As2,HUNGARY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),198.42994658888315,,0.02285362972125,,,Summary1.As2,HUNGARY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-253.7981139362832,,,,,Summary1.As2,HUNGARY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,122.61428109813237,,,,Summary1.As2,HUNGARY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,3.49582536842105,0.11501268,,,Summary1.As2,HUNGARY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),80.35599046726668,0.01595971979168,0.0054107370044,,,Summary1.As2,HUNGARY,2014,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,79.12453182387561,,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
B.  Manure management,,25.83508046224099,1.52553926129386,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.75682694052377,,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
D.  Agricultural soils,,,11.64746982311945,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.008049259008,0.0002086844928,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
G. Liming,17.90888432751733,,,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
H. Urea application,97.44184104098936,,,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,87.48257207812105,,,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
A. Forest land (4),-5563.872740383631,0.69310058161812,0.06678333434953,,,Summary1.As2,HUNGARY,2015,Subsector,3.  Agriculture,
C. Grassland (4),-217.117886883738,0.1015331923318,0.00927042190856,,,Summary1.As2,HUNGARY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),86.68018298699415,,0.00425134285714,,,Summary1.As2,HUNGARY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),150.4517928521322,,0.02470386916528,,,Summary1.As2,HUNGARY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-116.9681965562302,,,,,Summary1.As2,HUNGARY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,121.0743285925726,,,,Summary1.As2,HUNGARY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,3.44598847117794,0.114936,,,Summary1.As2,HUNGARY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),27.32646225833334,0.0048098495496,0.001640882468,,,Summary1.As2,HUNGARY,2015,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,80.86925957823355,,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
B.  Manure management,,25.80709972941799,1.51329913344535,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.79597781686196,,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
D.  Agricultural soils,,,12.55234501499546,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00983383632,0.000254951312,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
G. Liming,13.154866926168,,,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
H. Urea application,98.57919029132776,,,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,97.24210559378004,,,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
A. Forest land (4),-4610.916385542209,0.33744994169106,0.04710904363015,,,Summary1.As2,HUNGARY,2016,Subsector,3.  Agriculture,
C. Grassland (4),-198.7498395799009,0.01477402549944,0.00134893276299,,,Summary1.As2,HUNGARY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),65.1927465960812,,0.0015642,,,Summary1.As2,HUNGARY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),150.11171676510313,,0.02931982391892,,,Summary1.As2,HUNGARY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-143.6833908874498,,,,,Summary1.As2,HUNGARY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,117.4489308437638,,,,Summary1.As2,HUNGARY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,3.7329397593985,0.13163616,,,Summary1.As2,HUNGARY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),17.616463975,0.0042716366996,0.001435636343,,,Summary1.As2,HUNGARY,2016,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,81.19924746435566,,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
B.  Manure management,,25.24413580222081,1.47253780480071,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.74656671086273,,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
D.  Agricultural soils,,,12.58393588488781,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.01047252731385,0.0002715099674,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
G. Liming,11.06048760016933,,,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
H. Urea application,113.2288390110632,,,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,98.70307978305198,,,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
A. Forest land (4),-4973.180425107381,0.63227780240067,0.06341866996729,,,Summary1.As2,HUNGARY,2017,Subsector,3.  Agriculture,
C. Grassland (4),-96.25029502900485,0.10109008824935,0.00922996457929,,,Summary1.As2,HUNGARY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),82.4266476558126,,0.0015642,,,Summary1.As2,HUNGARY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),124.64743574647052,,0.03381897541796,,,Summary1.As2,HUNGARY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-598.4288456589579,,,,,Summary1.As2,HUNGARY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,117.46062228459284,,,,Summary1.As2,HUNGARY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,4.06142082205514,0.13574352,,,Summary1.As2,HUNGARY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),26.05629464166668,0.00466296255696,0.0015893692968,,,Summary1.As2,HUNGARY,2017,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,82.59041182202421,,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
B.  Manure management,,25.72392704823699,1.45980063304894,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.79165772016258,,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
D.  Agricultural soils,,,12.62068560536776,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.01142946229032,0.00029631939271,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
G. Liming,9.62018930094933,,,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
H. Urea application,112.36846984074616,,,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,91.65420512228512,,,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
A. Forest land (4),-4317.694654268548,0.35151014286751,0.04788684199312,,,Summary1.As2,HUNGARY,2018,Subsector,3.  Agriculture,
C. Grassland (4),5.89908875637507,0.01527676876186,0.00139483540869,,,Summary1.As2,HUNGARY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),40.28652804594591,,0.00135205714286,,,Summary1.As2,HUNGARY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),142.15545924697835,,0.03472984423266,,,Summary1.As2,HUNGARY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-720.3810967998475,,,,,Summary1.As2,HUNGARY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,117.04830214370224,,,,Summary1.As2,HUNGARY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,3.89341745864662,0.13365204,,,Summary1.As2,HUNGARY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),28.61923267500001,0.00423870456552,0.0014611375466,,,Summary1.As2,HUNGARY,2018,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,82.8848142068791,,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
B.  Manure management,,25.68097740989906,1.46026909292136,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.71497600374847,,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
D.  Agricultural soils,,,12.54843711328355,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00939832352268,0.00024366023948,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
G. Liming,8.2640756764676,,,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
H. Urea application,115.94402843920196,,,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,92.62528573555004,,,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
A. Forest land (4),-4975.825538993807,0.54132906691348,0.05838746332331,,,Summary1.As2,HUNGARY,2019,Subsector,3.  Agriculture,
C. Grassland (4),-98.80164730095308,0.08151499424113,0.00744267338723,,,Summary1.As2,HUNGARY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),38.07818065112698,,0.00119705142857,,,Summary1.As2,HUNGARY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),243.3491950107748,,0.03612846742457,,,Summary1.As2,HUNGARY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-697.3123748514548,,,,,Summary1.As2,HUNGARY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,116.75725592794228,,,,Summary1.As2,HUNGARY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,4.00440157894737,0.1396062,,,Summary1.As2,HUNGARY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),30.69736459166667,0.00444989180576,0.0015350222508,,,Summary1.As2,HUNGARY,2019,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,83.80124612000424,,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
B.  Manure management,,25.98821693884711,1.44524914939874,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.80650805256672,,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
D.  Agricultural soils,,,13.01857577385755,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
F.  Field burning of agricultural residues,,0.00999134897372,0.00025903497339,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
G. Liming,5.4571184755076,,,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
H. Urea application,136.47217176870944,,,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
I.  Other carbon-contining fertilizers,97.87476293515856,,,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
A. Forest land (4),-6747.3790679584245,0.39010928165322,0.05002213239946,,,Summary1.As2,HUNGARY,2020,Subsector,3.  Agriculture,
C. Grassland (4),-109.08076329568684,0.03249192971584,0.00296665445232,,,Summary1.As2,HUNGARY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
D. Wetlands (4),63.52431324085199,,0.00162642857143,,,Summary1.As2,HUNGARY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
E. Settlements (4),170.23534280076666,,0.03731899366797,,,Summary1.As2,HUNGARY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
G. Harvested wood products ,-618.3643351904308,,,,,Summary1.As2,HUNGARY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,116.01119755872408,,,,Summary1.As2,HUNGARY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,4.07821850626566,0.14563296,,,Summary1.As2,HUNGARY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),25.31012595833333,0.00360512421856,0.0012451211748,,,Summary1.As2,HUNGARY,2020,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,84.43340299224523,,,,Summary1.As2,HUNGARY,2021,Subsector,3.  Agriculture,
B.  Manure management,,27.05883987544464,1.45040080932435,,,Summary1.As2,HUNGARY,2021,Subsector,3.  Agriculture,
C.  Rice cultivation,,0.73387642680828,,,,Summary1.As2,HUNGARY,2021,Subsector,3.  Agriculture,
D.  Agricultural soils,,,12.9764921065574,,,Summary1.As2,HUNGARY,2021,Subsector,3.  Agriculture,
