Country,Year,Disaster Type,Total Deaths,Total Affected,Total Damage ('000 US$)
Mexico,1998,Extreme temperature,100,0,0
Mexico,1998,Flood,432,30000,602700
Mexico,1998,Storm,255,5460,1000
Mexico,1998,Wildfire,50,0,8000
Mexico,1999,Drought,0,65000,100000
Mexico,1999,Extreme temperature,15,0,0
Mexico,1999,Flood,654,618360,451300
Mexico,1999,Storm,9,4000,0
Mexico,2000,Extreme temperature,66,0,0
Mexico,2000,Flood,139,2000,0
Mexico,2000,Storm,31,30300,1000
Mexico,2001,Flood,21,0,0
Mexico,2001,Storm,5,6400,401000
Mexico,2002,Drought,0,0,210000
Mexico,2002,Extreme temperature,50,0,0
Mexico,2002,Flood,37,7000,0
Mexico,2002,Storm,16,509530,840000
Mexico,2003,Extreme temperature,21,0,0
Mexico,2003,Flood,6,53850,0
Mexico,2003,Storm,4,9000,100000
Mexico,2003,Wildfire,0,0,0
Mexico,2004,Extreme temperature,14,0,0
Mexico,2004,Flood,38,4090,3600
Mexico,2005,Flood,41,14000,0
Mexico,2005,Storm,47,2969571,7910000
Mexico,2006,Extreme temperature,5,0,0
Mexico,2006,Flood,0,0,0
Mexico,2006,Storm,15,270700,2700
Mexico,2007,Flood,22,1655000,3000000
Mexico,2007,Storm,20,203000,600000
Mexico,2008,Flood,12,20000,0
Mexico,2008,Storm,2,500000,75000
Mexico,2009,Flood,28,140184,0
Mexico,2009,Storm,4,112000,40000
Mexico,2010,Flood,66,1020000,16000
Mexico,2010,Storm,43,555075,5900000
Mexico,2011,Drought,0,2500000,0
Mexico,2011,Extreme temperature,3,120000,500000
Mexico,2011,Flood,77,480000,0
Mexico,2011,Storm,43,550450,97700
Mexico,2011,Wildfire,0,0,0
Mexico,2012,Storm,19,87000,855000
Mexico,2013,Flood,13,0,0
Mexico,2013,Storm,210,172000,5702000
Mexico,2014,Storm,19,144135,2541500
Mexico,2015,Flood,0,3000,0
Mexico,2015,Storm,42,18791,825000
Mexico,2016,Flood,25,53000,25000
Mexico,2016,Storm,65,21500,50000
Mexico,2017,Flood,2,800,0
Mexico,2017,Storm,29,3010,2000
Mexico,2018,Flood,20,120,0
Mexico,2018,Storm,20,10000,543805
Mexico,2019,Flood,12,3642,0
Mexico,2019,Storm,4,1200,383000
Mexico,2020,Flood,30,95100,0
Mexico,2020,Storm,42,4106,335000
Mexico,2021,Flood,30,12520,60000
Mexico,2021,Storm,32,2874,810000
Mexico,2022,Flood,13,3150,0
Mexico,2022,Storm,38,16000,51000
Mexico,2023,Flood,11,0,0
Mexico,2023,Storm,104,988000,12000000
Mexico,2024,Extreme temperature,155,2567,0
Mexico,2024,Storm,46,27050,2590000
Montenegro,2007,Flood,0,1086,0
Montenegro,2009,Flood,0,450,0
Montenegro,2010,Flood,0,6350,0
Montenegro,2012,Extreme temperature,1,4500,0
Montenegro,2017,Wildfire,0,200,0
Montenegro,2022,Extreme temperature,50,0,0
Montenegro,2023,Extreme temperature,41,0,0
Montserrat,1990,Storm,0,0,0
Montserrat,1995,Storm,0,0,20000
Netherlands (Kingdom of the),1990,Storm,20,0,1750000
Netherlands (Kingdom of the),1992,Flood,0,0,27600
Netherlands (Kingdom of the),1993,Flood,1,13000,53000
Netherlands (Kingdom of the),1994,Storm,0,0,2000
Netherlands (Kingdom of the),1995,Storm,1,200000,1180000
Netherlands (Kingdom of the),1997,Storm,2,100,0
Netherlands (Kingdom of the),1998,Flood,0,2000,530000
Netherlands (Kingdom of the),1998,Storm,0,0,100
Netherlands (Kingdom of the),2002,Storm,4,0,300000
Netherlands (Kingdom of the),2003,Extreme temperature,965,0,0
Netherlands (Kingdom of the),2005,Extreme temperature,0,0,100000
Netherlands (Kingdom of the),2005,Storm,0,1,0
Netherlands (Kingdom of the),2006,Extreme temperature,1000,0,0
Netherlands (Kingdom of the),2007,Storm,7,0,550000
Netherlands (Kingdom of the),2008,Storm,0,0,0
Netherlands (Kingdom of the),2010,Storm,0,0,28000
Netherlands (Kingdom of the),2012,Extreme temperature,1,0,0
Netherlands (Kingdom of the),2013,Storm,2,0,10000
Netherlands (Kingdom of the),2016,Storm,0,0,844000
Netherlands (Kingdom of the),2018,Extreme temperature,100,0,0
Netherlands (Kingdom of the),2018,Storm,3,0,110011
Netherlands (Kingdom of the),2019,Extreme temperature,400,0,0
Netherlands (Kingdom of the),2020,Extreme temperature,400,0,0
Netherlands (Kingdom of the),2021,Flood,0,0,0
Netherlands (Kingdom of the),2021,Storm,0,4,0
Netherlands (Kingdom of the),2022,Extreme temperature,469,0,0
Netherlands (Kingdom of the),2022,Storm,4,0,568420
Netherlands (Kingdom of the),2023,Extreme temperature,368,0,0
Netherlands (Kingdom of the),2023,Storm,1,0,0
Netherlands (Kingdom of the),2024,Storm,1,0,50000
Netherlands Antilles,1995,Storm,2,40000,1000000
Nicaragua,1990,Flood,4,106411,0
Nicaragua,1991,Wildfire,0,0,80000
Nicaragua,1993,Storm,37,123000,0
Nicaragua,1994,Drought,0,75000,16000
Nicaragua,1995,Storm,38,15085,0
Nicaragua,1996,Storm,44,10724,10100
Nicaragua,1997,Drought,0,290000,2000
Nicaragua,1998,Storm,3332,868228,987700
Nicaragua,1999,Flood,11,107105,500
Nicaragua,1999,Wildfire,0,0,0
Nicaragua,2000,Drought,0,0,0
Nicaragua,2000,Flood,0,5500,0
Nicaragua,2000,Storm,2,2510,1000
Nicaragua,2001,Drought,0,188000,0
Nicaragua,2001,Storm,16,24866,1000
Nicaragua,2002,Flood,0,13546,50
Nicaragua,2002,Storm,2,300,1000
Nicaragua,2002,Wildfire,0,16000,0
Nicaragua,2004,Storm,0,200,0
Nicaragua,2005,Storm,7,13643,0
Nicaragua,2007,Flood,10,24000,0
Nicaragua,2007,Storm,177,188726,0
Nicaragua,2008,Flood,17,14188,0
Nicaragua,2008,Storm,13,25000,0
Nicaragua,2009,Flood,0,6885,0
Nicaragua,2009,Storm,0,19897,0
Nicaragua,2010,Flood,66,75860,0
Nicaragua,2010,Storm,5,0,0
Nicaragua,2011,Flood,17,143018,0
Nicaragua,2012,Flood,9,29500,0
Nicaragua,2013,Flood,27,14149,0
Nicaragua,2014,Drought,0,460000,0
Nicaragua,2014,Flood,0,60345,0
Nicaragua,2015,Flood,2,3750,0
Nicaragua,2016,Storm,0,10570,0
Nicaragua,2017,Flood,7,13715,0
Nicaragua,2017,Storm,15,39200,0
Nicaragua,2018,Drought,0,300000,0
Nicaragua,2018,Flood,4,13000,0
Nicaragua,2020,Storm,20,930000,919000
Nicaragua,2022,Storm,5,50112,180000
Nicaragua,2024,Storm,2,0,0
North Macedonia,1993,Drought,0,10000,0
North Macedonia,1995,Flood,0,1500,245000
North Macedonia,2000,Wildfire,0,0,13563
North Macedonia,2001,Extreme temperature,15,0,0
North Macedonia,2002,Flood,0,1650,0
North Macedonia,2003,Flood,2,4750,0
North Macedonia,2004,Extreme temperature,15,0,0
North Macedonia,2004,Flood,0,100000,3600
North Macedonia,2005,Flood,0,2000,0
North Macedonia,2005,Storm,1,3,0
North Macedonia,2006,Flood,0,1500,0
North Macedonia,2007,Extreme temperature,0,202,0
North Macedonia,2007,Wildfire,1,1000000,0
North Macedonia,2012,Extreme temperature,1,5100,0
North Macedonia,2013,Flood,1,4911,0
North Macedonia,2014,Extreme temperature,0,8800,0
North Macedonia,2015,Flood,7,105030,87000
North Macedonia,2016,Flood,22,33582,50000
North Macedonia,2017,Extreme temperature,3,2220,0
North Macedonia,2021,Wildfire,1,80000,0
Norway,1990,Storm,0,0,130000
Norway,1992,Storm,0,0,0
Norway,1993,Storm,0,0,3000
Norway,1995,Flood,1,4000,300000
Norway,2000,Flood,0,600,0
Norway,2001,Flood,0,1500,0
Norway,2005,Storm,0,0,130000
Norway,2008,Storm,0,100,0
Norway,2011,Storm,4,500,0
Norway,2022,Extreme temperature,30,0,0
Norway,2022,Storm,0,0,0
Norway,2023,Extreme temperature,29,0,0
Panama,1991,Flood,12,20061,0
Panama,1992,Storm,12,50,10000
Panama,1995,Flood,1,500,7000
Panama,1998,Storm,3,7500,50
Panama,1999,Flood,1,895,0
Panama,2000,Flood,1,1000,1300
Panama,2001,Flood,0,775,0
Panama,2002,Flood,5,26500,500
Panama,2003,Flood,0,1000,0
Panama,2004,Flood,16,22748,0
Panama,2005,Flood,3,7000,7000
Panama,2006,Flood,11,6430,0
Panama,2006,Wildfire,0,1436,0
Panama,2007,Flood,2,129,0
Panama,2008,Flood,28,23837,10000
Panama,2009,Flood,0,4248,0
Panama,2010,Flood,15,32941,0
Panama,2011,Flood,0,4000,0
Panama,2012,Flood,6,9448,2000
Panama,2013,Drought,0,0,200000
Panama,2014,Flood,9,116,0
Panama,2015,Drought,0,0,0
Panama,2015,Flood,0,3500,0
Panama,2016,Storm,7,12000,0
Panama,2017,Storm,7,12000,0
Panama,2018,Drought,0,0,72000
Panama,2020,Flood,11,150,0
Panama,2020,Storm,83,5000,11000
Panama,2021,Flood,1,30190,0
Panama,2022,Flood,0,150,0
Panama,2024,Storm,7,3895,110000
Paraguay,1990,Flood,0,15000,0
Paraguay,1992,Flood,0,65575,0
Paraguay,1995,Flood,0,275000,0
Paraguay,1997,Flood,0,75000,1687
Paraguay,1997,Storm,33,77,0
Paraguay,1998,Flood,55,0,5000
Paraguay,1999,Drought,12,40000,0
Paraguay,2000,Extreme temperature,8,0,0
Paraguay,2002,Flood,0,2765,0
Paraguay,2002,Storm,0,12500,0
Paraguay,2004,Extreme temperature,0,0,0
Paraguay,2005,Drought,0,52990,0
Paraguay,2007,Wildfire,8,125000,30000
Paraguay,2008,Drought,4,18000,0
Paraguay,2008,Storm,0,47655,0
Paraguay,2009,Drought,0,200000,0
Paraguay,2009,Flood,0,12035,820
Paraguay,2009,Storm,0,700,0
Paraguay,2010,Extreme temperature,12,0,0
Paraguay,2011,Storm,0,2000,0
Paraguay,2012,Drought,0,1391900,0
Paraguay,2012,Flood,0,78945,4000
Paraguay,2012,Storm,5,25100,2000
Paraguay,2013,Drought,0,75000,0
Paraguay,2013,Flood,0,61400,0
Paraguay,2013,Storm,0,50000,25000
Paraguay,2014,Flood,0,233360,0
Paraguay,2015,Flood,12,140150,0
Paraguay,2015,Storm,2,10025,0
Paraguay,2016,Drought,0,0,0
Paraguay,2018,Flood,0,46300,0
Paraguay,2019,Flood,40,521197,0
Paraguay,2019,Wildfire,0,4000,0
Paraguay,2021,Flood,10,6000,0
Paraguay,2023,Flood,6,46675,0
Peru,1990,Drought,0,2200000,36000
Peru,1990,Flood,61,2600,0
Peru,1991,Extreme temperature,25,0,0
Peru,1992,Drought,0,1100000,250000
Peru,1992,Flood,0,30000,0
Peru,1993,Flood,80,219000,0
Peru,1994,Flood,85,101130,50000
Peru,1997,Storm,518,580730,12000
Peru,1997,Wildfire,0,1000,0
Peru,1999,Flood,74,491200,0
Peru,2000,Flood,22,50,0
Peru,2001,Flood,15,66310,0
Peru,2002,Drought,0,21500,0
Peru,2002,Flood,23,10868,0
Peru,2002,Storm,59,86682,0
Peru,2003,Extreme temperature,339,1839888,0
Peru,2003,Flood,22,65462,0
Peru,2004,Drought,0,0,0
Peru,2004,Extreme temperature,90,2137467,0
Peru,2004,Flood,0,7500,0
Peru,2006,Drought,0,0,0
Peru,2006,Flood,0,15325,0
Peru,2007,Extreme temperature,67,884572,0
Peru,2007,Flood,17,47714,0
Peru,2008,Flood,40,450012,0
Peru,2009,Extreme temperature,274,24262,0
Peru,2009,Flood,158,236308,0
Peru,2010,Extreme temperature,409,57600,0
Peru,2010,Flood,20,80000,0
Peru,2011,Extreme temperature,20,13440,0
Peru,2011,Flood,72,822945,0
Peru,2011,Storm,16,0,0
Peru,2012,Extreme temperature,252,30113,0
Peru,2012,Flood,14,50029,0
Peru,2013,Extreme temperature,1,92701,0
Peru,2013,Flood,68,181121,0
Peru,2014,Extreme temperature,505,109257,0
Peru,2014,Flood,41,92878,0
Peru,2015,Extreme temperature,21,200620,94000
Peru,2015,Flood,9,150640,0
Peru,2016,Flood,2,10000,2000
Peru,2017,Flood,200,2188505,3200000
Peru,2019,Flood,61,9279,0
Peru,2019,Wildfire,0,0,0
Peru,2020,Flood,15,7251,10000
Peru,2021,Flood,23,29204,25000
Peru,2022,Flood,1,500,0
Peru,2023,Flood,96,534494,305000
Peru,2023,Storm,8,45000,705000
Peru,2024,Flood,0,549,0
Peru,2024,Storm,0,149,0
Peru,2024,Wildfire,14,1885,190000
Peru,2025,Flood,7,65116,0
Poland,1990,Storm,0,0,50000
Poland,1992,Wildfire,35,0,0
Poland,1994,Storm,1,0,1000
Poland,1997,Extreme temperature,50,0,0
Poland,1997,Flood,55,224500,3500000
Poland,1998,Extreme temperature,64,0,0
Poland,1998,Flood,9,1200,0
Poland,1999,Extreme temperature,154,0,0
Poland,1999,Storm,3,0,10000
Poland,2000,Extreme temperature,84,0,0
Poland,2001,Extreme temperature,270,0,0
Poland,2001,Flood,27,15000,700000
Poland,2002,Extreme temperature,183,0,0
Poland,2002,Storm,9,0,150
Poland,2004,Flood,0,600,0
Poland,2005,Extreme temperature,191,0,0
Poland,2005,Flood,2,3600,0
Poland,2005,Storm,0,0,0
Poland,2006,Flood,0,500,0
Poland,2007,Storm,19,0,100000
Poland,2008,Extreme temperature,82,0,0
Poland,2008,Storm,2,1060,50000
Poland,2009,Extreme temperature,298,0,0
Poland,2009,Flood,1,150,100000
Poland,2009,Storm,8,82,0
Poland,2010,Extreme temperature,200,0,0
Poland,2010,Flood,19,100700,3080000
Poland,2011,Extreme temperature,26,0,0
Poland,2012,Extreme temperature,273,0,0
Poland,2012,Storm,1,310,5900
Poland,2013,Extreme temperature,25,0,0
Poland,2013,Storm,4,53,0
Poland,2014,Extreme temperature,78,0,0
Poland,2015,Extreme temperature,77,0,0
Poland,2015,Storm,1,1217,0
Poland,2016,Extreme temperature,21,0,0
Poland,2016,Flood,2,3,0
Poland,2017,Storm,6,5844,275000
Poland,2018,Drought,0,0,0
Poland,2018,Extreme temperature,9,0,0
Poland,2019,Storm,4,157,0
Poland,2020,Flood,0,390,0
Poland,2020,Storm,3,6,0
Poland,2021,Flood,0,0,0
Poland,2021,Storm,4,2015,0
Poland,2022,Extreme temperature,763,0,0
Poland,2022,Storm,7,1512,0
Poland,2023,Extreme temperature,616,0,0
Poland,2024,Storm,9,57000,156762
Portugal,1991,Wildfire,0,0,0
Portugal,1996,Flood,10,3050,13000
Portugal,1997,Drought,0,0,10000
Portugal,1997,Storm,11,296,25000
Portugal,2000,Storm,5,183,0
Portugal,2001,Flood,6,200,0
Portugal,2001,Wildfire,0,0,0
Portugal,2003,Extreme temperature,2696,0,0
Portugal,2003,Flood,0,36,0
Portugal,2003,Wildfire,14,150000,1730000
Portugal,2004,Drought,0,0,1338136
Portugal,2004,Wildfire,2,0,0
Portugal,2005,Extreme temperature,462,0,0
Portugal,2005,Wildfire,15,136,1650000
Portugal,2006,Extreme temperature,41,0,0
Portugal,2006,Flood,0,240,0
Portugal,2008,Flood,2,110,0
Portugal,2009,Extreme temperature,0,0,0
Portugal,2010,Extreme temperature,0,0,0
Portugal,2010,Flood,43,618,1350000
Portugal,2010,Storm,3,0,270000
Portugal,2013,Storm,1,3967,0
Portugal,2013,Wildfire,9,0,0
Portugal,2014,Storm,1,54,0
Portugal,2015,Flood,1,0,0
Portugal,2016,Wildfire,4,1361,157000
Portugal,2017,Wildfire,109,3475,732000
Portugal,2018,Extreme temperature,0,0,0
Portugal,2018,Storm,2,88,115500
Portugal,2018,Wildfire,0,329,0
Portugal,2019,Storm,3,51,0
Portugal,2022,Drought,0,0,0
Portugal,2022,Extreme temperature,2212,0,0
Portugal,2022,Wildfire,3,187,0
Portugal,2023,Extreme temperature,1432,0,0
Portugal,2023,Wildfire,0,1435,0
Portugal,2024,Wildfire,9,41499,520000
Puerto Rico,1992,Flood,18,600,200000
Puerto Rico,1994,Drought,0,0,2000
Puerto Rico,1995,Storm,1,98000,300000
Puerto Rico,1996,Storm,18,57315,500000
Puerto Rico,1998,Storm,0,0,1750000
Puerto Rico,1999,Storm,1,0,150000
Puerto Rico,2001,Flood,2,9480,146000
Puerto Rico,2003,Flood,2,2405,0
Puerto Rico,2003,Storm,0,100,0
Puerto Rico,2004,Flood,0,0,0
Puerto Rico,2004,Storm,2,3500,100000
Puerto Rico,2007,Storm,1,0,0
Puerto Rico,2011,Storm,1,2271,500000
Puerto Rico,2012,Storm,0,0,0
Puerto Rico,2014,Flood,1,0,0
Puerto Rico,2017,Storm,66,750000,68000000
Puerto Rico,2018,Flood,0,400,0
Puerto Rico,2018,Storm,0,0,0
Puerto Rico,2020,Storm,1,0,59800
Puerto Rico,2022,Flood,0,0,17000
Puerto Rico,2022,Storm,25,0,2500000
Republic of Moldova,1994,Flood,47,25000,300000
Republic of Moldova,1994,Storm,3,25580,0
Republic of Moldova,1997,Flood,9,2244,50000
Republic of Moldova,1999,Flood,0,1713,4000
Republic of Moldova,2000,Drought,2,0,0
Republic of Moldova,2000,Storm,0,2600000,31600
Republic of Moldova,2002,Flood,1,500,832
Republic of Moldova,2005,Flood,0,6500,7752
Republic of Moldova,2006,Extreme temperature,13,0,0
Republic of Moldova,2007,Drought,0,210394,406000
Republic of Moldova,2008,Flood,3,4000,0
Republic of Moldova,2010,Flood,1,12000,0
Republic of Moldova,2012,Drought,0,5800,0
Republic of Moldova,2012,Extreme temperature,10,7374,0
Republic of Moldova,2019,Extreme temperature,0,5460,0
Republic of Moldova,2023,Storm,4,10,0
Romania,1991,Flood,108,15000,50000
Romania,1993,Storm,3,200,0
Romania,1994,Extreme temperature,0,0,0
Romania,1994,Flood,2,0,3000
Romania,1994,Storm,0,5406,0
Romania,1995,Flood,2,19000,12000
Romania,1996,Extreme temperature,16,200,0
Romania,1997,Flood,20,122320,110000
Romania,1997,Storm,12,460,0
Romania,1998,Extreme temperature,80,1700,0
Romania,1998,Flood,31,12000,150000
Romania,1999,Flood,34,9033,60000
Romania,2000,Drought,0,0,500000
Romania,2000,Extreme temperature,6,100,0
Romania,2000,Flood,9,63431,100500
Romania,2000,Storm,14,300,0
Romania,2001,Extreme temperature,10,0,0
Romania,2001,Flood,7,14803,135000
Romania,2002,Extreme temperature,10,0,0
Romania,2002,Flood,9,8701,290
Romania,2003,Flood,3,600,0
Romania,2004,Extreme temperature,27,0,0
Romania,2004,Flood,10,28128,0
Romania,2004,Storm,12,2400,0
Romania,2005,Extreme temperature,13,500,0
Romania,2005,Flood,79,56571,1313000
Romania,2005,Storm,3,0,0
Romania,2006,Extreme temperature,94,200,0
Romania,2006,Flood,51,24583,0
Romania,2007,Extreme temperature,68,0,0
Romania,2007,Flood,12,4260,0
Romania,2008,Flood,5,11000,0
Romania,2008,Storm,0,90,0
Romania,2009,Extreme temperature,54,20,0
Romania,2009,Flood,11,4,0
Romania,2010,Extreme temperature,52,0,0
Romania,2010,Flood,26,12237,1111428
Romania,2012,Extreme temperature,86,7539,0
Romania,2013,Flood,9,5400,11000
Romania,2014,Extreme temperature,13,0,0
Romania,2014,Flood,4,525,0
Romania,2015,Flood,1,1500,0
Romania,2016,Flood,3,300,0
Romania,2017,Storm,9,137,7300
Romania,2018,Extreme temperature,2,0,0
Romania,2018,Flood,0,2700,0
Romania,2019,Flood,4,362,0
Romania,2020,Flood,3,1161,85000
Romania,2021,Flood,1,100,0
Romania,2022,Extreme temperature,2455,0,0
Romania,2023,Extreme temperature,2585,0,0
Romania,2023,Storm,2,0,0
Romania,2024,Storm,7,15000,0
Russian Federation,1992,Flood,0,0,48100
Russian Federation,1992,Wildfire,31,0,0
Russian Federation,1993,Extreme temperature,41,260,0
Russian Federation,1993,Flood,138,14753,34000
Russian Federation,1994,Extreme temperature,42,0,0
Russian Federation,1994,Flood,46,797633,281000
Russian Federation,1994,Storm,12,62,65800
Russian Federation,1995,Extreme temperature,228,108,0
Russian Federation,1995,Storm,145,2560,44000
Russian Federation,1996,Flood,4,234000,298400
Russian Federation,1996,Wildfire,19,600,0
Russian Federation,1997,Extreme temperature,22,0,0
Russian Federation,1997,Flood,2,500,174100
Russian Federation,1997,Wildfire,14,0,0
Russian Federation,1998,Drought,0,0,0
Russian Federation,1998,Extreme temperature,69,263,0
Russian Federation,1998,Flood,14,190100,16500
Russian Federation,1998,Storm,8,160,160000
Russian Federation,1998,Wildfire,3,100683,270000
Russian Federation,1999,Extreme temperature,162,725246,0
Russian Federation,1999,Flood,0,1200,0
Russian Federation,1999,Storm,12,0,0
Russian Federation,1999,Wildfire,0,0,113336
Russian Federation,2000,Extreme temperature,245,346,0
Russian Federation,2000,Flood,3,76501,43895
Russian Federation,2000,Storm,9,0,50
Russian Federation,2000,Wildfire,0,0,0
Russian Federation,2001,Extreme temperature,753,6294,100
Russian Federation,2001,Flood,37,375305,291000
Russian Federation,2001,Storm,8,12428,17200
Russian Federation,2001,Wildfire,0,0,0
Russian Federation,2002,Extreme temperature,242,25062,0
Russian Federation,2002,Flood,200,384613,546970
Russian Federation,2002,Storm,8,0,3000
Russian Federation,2002,Wildfire,0,120,0
Russian Federation,2003,Drought,0,1000000,0
Russian Federation,2003,Flood,0,600,0
Russian Federation,2003,Storm,0,0,0
Russian Federation,2003,Wildfire,0,0,0
Russian Federation,2004,Flood,18,6520,56759
Russian Federation,2004,Storm,9,6062,6000
Russian Federation,2004,Wildfire,9,1000,0
Russian Federation,2005,Flood,22,9045,23668
Russian Federation,2005,Storm,0,2,0
Russian Federation,2006,Extreme temperature,116,14,1000000
Russian Federation,2006,Flood,0,7720,132411
Russian Federation,2007,Flood,0,14000,25752
Russian Federation,2007,Storm,0,0,0
Russian Federation,2010,Drought,0,0,1400000
Russian Federation,2010,Extreme temperature,55760,11,400000
Russian Federation,2010,Flood,23,48464,66000
Russian Federation,2010,Wildfire,61,7196,1800000
Russian Federation,2011,Flood,0,14169,21015
Russian Federation,2011,Storm,1,14,3000
Russian Federation,2012,Drought,0,0,1140000
Russian Federation,2012,Extreme temperature,234,1594,0
Russian Federation,2012,Flood,179,46807,617000
Russian Federation,2012,Wildfire,2,598,0
Russian Federation,2013,Flood,4,35635,1000000
Russian Federation,2014,Flood,6,24545,8000
Russian Federation,2015,Flood,1,1500,0
Russian Federation,2015,Wildfire,30,5977,136820
Russian Federation,2016,Flood,0,11696,12000
Russian Federation,2017,Flood,0,15721,0
Russian Federation,2017,Storm,16,201,2000
Russian Federation,2018,Flood,10,14975,10000
Russian Federation,2019,Flood,59,50204,486000
Russian Federation,2019,Wildfire,0,0,106000
Russian Federation,2021,Flood,8,28638,200000
Russian Federation,2021,Wildfire,0,120,0
Russian Federation,2022,Flood,1,750,0
Russian Federation,2022,Storm,6,300,0
Russian Federation,2022,Wildfire,16,2202,0
Russian Federation,2023,Storm,15,13276,0
Russian Federation,2023,Wildfire,21,15000,50000
Russian Federation,2024,Flood,3,38400,227000
Saint Barthélemy,2017,Storm,4,0,0
Saint Kitts and Nevis,1990,Storm,0,0,0
Saint Kitts and Nevis,1995,Storm,0,1800,197000
Saint Kitts and Nevis,1998,Storm,5,10000,400000
Saint Kitts and Nevis,1999,Storm,0,1180,41400
Saint Kitts and Nevis,2008,Storm,0,0,0
Saint Kitts and Nevis,2017,Storm,0,500,20000
Saint Lucia,1994,Storm,4,750,0
Saint Lucia,1999,Storm,0,200,0
Saint Lucia,2004,Storm,0,0,500
Saint Lucia,2007,Storm,1,0,40000
Saint Lucia,2010,Drought,0,0,0
Saint Lucia,2010,Flood,0,2000,0
Saint Lucia,2010,Storm,14,181000,500
Saint Lucia,2013,Flood,6,19984,0
Saint Lucia,2016,Storm,0,25000,0
Saint Lucia,2021,Storm,1,0,34000
Saint Lucia,2022,Flood,0,5500,0
Saint Martin (French Part),2017,Storm,12,110,4100000
Saint Vincent and the Grenadines,1992,Flood,3,200,0
Saint Vincent and the Grenadines,1999,Storm,0,100,0
Saint Vincent and the Grenadines,2002,Storm,4,0,11000
Saint Vincent and the Grenadines,2004,Storm,0,1004,5000
Saint Vincent and the Grenadines,2005,Storm,0,530,0
Saint Vincent and the Grenadines,2010,Drought,0,0,0
Saint Vincent and the Grenadines,2010,Storm,0,6100,25000
Saint Vincent and the Grenadines,2011,Flood,0,275,0
Saint Vincent and the Grenadines,2013,Flood,12,17422,108000
Saint Vincent and the Grenadines,2016,Flood,0,25000,6500
Saint Vincent and the Grenadines,2016,Storm,1,0,0
Saint Vincent and the Grenadines,2021,Storm,0,129,0
Saint Vincent and the Grenadines,2023,Storm,0,150,0
Saint Vincent and the Grenadines,2024,Storm,3,15000,0
Serbia,2007,Extreme temperature,0,0,0
Serbia,2007,Flood,0,12370,0
Serbia,2009,Extreme temperature,0,500,0
Serbia,2009,Flood,0,3210,0
Serbia,2010,Extreme temperature,3,0,0
Serbia,2010,Flood,2,4900,0
Serbia,2012,Extreme temperature,25,88234,0
Serbia,2013,Flood,0,3000,0
Serbia,2014,Extreme temperature,0,3000,0
Serbia,2014,Flood,56,59600,2048262
Serbia,2016,Flood,0,8655,100000
Serbia,2017,Extreme temperature,6,0,0
Serbia,2018,Flood,0,231,0
Serbia,2019,Flood,0,11650,0
Serbia,2020,Flood,0,2100,28000
Serbia,2021,Flood,0,22,0
Serbia,2022,Extreme temperature,574,0,0
Serbia,2023,Extreme temperature,464,0,0
Serbia,2023,Flood,2,15642,0
Serbia,2023,Storm,1,20,0
Serbia Montenegro,1992,Flood,1,6000,0
Serbia Montenegro,1999,Flood,11,71008,0
Serbia Montenegro,2000,Extreme temperature,3,70,0
Serbia Montenegro,2000,Flood,0,6000,0
Serbia Montenegro,2002,Flood,0,2400,0
Serbia Montenegro,2005,Flood,2,3790,0
Serbia Montenegro,2005,Storm,0,8750,0
Serbia Montenegro,2006,Extreme temperature,3,0,0
Serbia Montenegro,2006,Flood,0,36200,0
Sint Maarten (Dutch part),2017,Storm,4,5040,2500000
Slovakia,1997,Flood,1,10000,60000
Slovakia,1998,Flood,54,11667,45000
Slovakia,1999,Flood,2,36148,113300
Slovakia,2000,Wildfire,6,0,0
Slovakia,2001,Flood,1,0,6000
Slovakia,2002,Flood,0,0,3000
Slovakia,2003,Extreme temperature,0,0,150000
Slovakia,2004,Flood,1,230,0
Slovakia,2004,Storm,2,10324,383300
Slovakia,2005,Extreme temperature,0,0,0
Slovakia,2005,Flood,1,0,0
Slovakia,2006,Flood,1,100,0
Slovakia,2007,Extreme temperature,1,89,0
Slovakia,2010,Extreme temperature,122,0,0
Slovakia,2010,Flood,4,850,25000
Slovakia,2012,Extreme temperature,5,0,0
Slovakia,2013,Flood,1,0,0
Slovakia,2017,Storm,0,0,0
Slovakia,2019,Storm,1,0,0
Slovakia,2020,Flood,1,250,0
Slovakia,2021,Flood,1,0,0
Slovakia,2022,Extreme temperature,365,0,0
Slovakia,2023,Extreme temperature,247,0,0
Slovakia,2023,Storm,0,0,0
Slovakia,2024,Storm,1,0,16700
Slovenia,2003,Extreme temperature,289,0,80000
Slovenia,2005,Flood,0,0,5000
Slovenia,2007,Storm,6,1050,392000
Slovenia,2012,Flood,0,12000,265000
Slovenia,2014,Extreme temperature,1,50000,0
Slovenia,2014,Flood,3,2550,0
Slovenia,2020,Storm,1,0,0
Slovenia,2021,Flood,0,1500,0
Slovenia,2022,Extreme temperature,154,0,0
Slovenia,2023,Extreme temperature,95,0,0
Slovenia,2023,Flood,6,1500120,500000
Slovenia,2023,Storm,1,3003,0
Soviet Union,1990,Flood,19,23488,177900
Soviet Union,1991,Flood,2,42000,2022000
Soviet Union,1991,Storm,41,0,24000
Spain,1990,Drought,0,6000000,4500000
Spain,1990,Storm,9,0,0
Spain,1991,Wildfire,0,0,0
Spain,1994,Flood,10,0,0
Spain,1994,Storm,12,0,0
Spain,1994,Wildfire,20,16520,0
Spain,1995,Extreme temperature,30,70,824300
